bear\on_snow\32.jpg,bear,on_snow,animal
bear\on_snow\72.jpg,bear,on_snow,animal
cat\on_snow\63.jpg,cat,on_snow,animal
cat\on_snow\97.jpg,cat,on_snow,animal
cow\on_snow\51.jpg,cow,on_snow,animal
cow\on_snow\67.jpeg,cow,on_snow,animal
cow\on_snow\89.jpg,cow,on_snow,animal
dog\on_snow\159.jpg,dog,on_snow,animal
dog\on_snow\182.jpg,dog,on_snow,animal
dog\on_snow\187.jpg,dog,on_snow,animal
dog\on_snow\8.jpg,dog,on_snow,animal
horse\on_snow\3.jpg,horse,on_snow,animal
horse\on_snow\47.jpg,horse,on_snow,animal
horse\on_snow\9.jpg,horse,on_snow,animal
monkey\on_snow\36.jpg,monkey,on_snow,animal
monkey\on_snow\4.jpg,monkey,on_snow,animal
monkey\on_snow\70.jpeg,monkey,on_snow,animal
rat\on_snow\2.jpg,rat,on_snow,animal
sheep\on_snow\57.jpg,sheep,on_snow,animal
sheep\on_snow\78.jpg,sheep,on_snow,animal
bicycle\on_snow\100.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\102.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\103.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\104.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\106.png,bicycle,on_snow,vehicle
bicycle\on_snow\107.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\111.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\115.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\119.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\12.jpeg,bicycle,on_snow,vehicle
bicycle\on_snow\120.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\121.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\128.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\131.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\136.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\142.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\145.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\148.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\150.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\154.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\160.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\164.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\165.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\167.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\17.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\19.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\24.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\26.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\28.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\29.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\3.png,bicycle,on_snow,vehicle
bicycle\on_snow\34.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\35.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\42.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\43.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\44.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\47.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\5.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\6.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\60.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\65.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\67.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\69.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\70.png,bicycle,on_snow,vehicle
