bear\on_snow\26.jpg,bear,on_snow,animal
bear\on_snow\52.jpg,bear,on_snow,animal
cow\on_snow\70.jpg,cow,on_snow,animal
dog\on_snow\158.jpg,dog,on_snow,animal
dog\on_snow\164.jpg,dog,on_snow,animal
dog\on_snow\197.jpg,dog,on_snow,animal
dog\on_snow\34.jpg,dog,on_snow,animal
horse\on_snow\114.jpg,horse,on_snow,animal
horse\on_snow\65.jpg,horse,on_snow,animal
rat\on_snow\49.jpeg,rat,on_snow,animal
bicycle\on_snow\0.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\1.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\10.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\105.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\11.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\112.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\113.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\117.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\118.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\127.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\129.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\130.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\132.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\134.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\135.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\137.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\14.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\140.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\141.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\143.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\144.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\146.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\147.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\15.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\153.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\155.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\156.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\157.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\158.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\159.jpg,bicycle,on_snow,vehicle
bicycle\on_snow\16.jpg,bicycle,on_snow,vehicle
